Stage,StateVarName,Weight
30,price_20,1.0
30,price_21,1.0
30,price_22,1.0
30,price_23,1.0
31,price_0,1.0
31,price_1,1.0
31,price_2,1.0
31,price_3,1.0
31,price_4,1.0
31,price_5,1.0
31,price_6,1.0
31,price_7,1.0
31,price_8,1.0
31,price_9,1.0
31,price_10,1.0
31,price_11,1.0
31,price_12,1.0
31,price_13,1.0
31,price_14,1.0
31,price_15,1.0
31,price_16,1.0
31,price_17,1.0
31,price_18,1.0
31,price_19,1.0
31,price_20,1.0
31,price_21,1.0
31,price_22,1.0
31,price_23,1.0
32,price_0,1.0
32,price_1,1.0
32,price_2,1.0
32,price_3,1.0
32,price_4,1.0
32,price_5,1.0
32,price_6,1.0
32,price_7,1.0
32,price_8,1.0
32,price_9,1.0
32,price_10,1.0
32,price_11,1.0
32,price_12,1.0
32,price_13,1.0
32,price_14,1.0
32,price_15,1.0
32,price_16,1.0
32,price_17,1.0
32,price_18,1.0
32,price_19,1.0
32,price_20,1.0
32,price_21,1.0
32,price_22,1.0
32,price_23,1.0
33,price_0,1.0
33,price_1,1.0
33,price_2,1.0
33,price_3,1.0
33,price_4,1.0
33,price_5,1.0
33,price_6,1.0
33,price_7,1.0
33,price_8,1.0
33,price_9,1.0
33,price_10,1.0
33,price_11,1.0
33,price_12,1.0
33,price_13,1.0
33,price_14,1.0
33,price_15,1.0
33,price_16,1.0
33,price_17,1.0
33,price_18,1.0
33,price_19,1.0
33,price_20,1.0
33,price_21,1.0
33,price_22,1.0
33,price_23,1.0
34,price_0,1.0
34,price_1,1.0
34,price_2,1.0
34,price_3,1.0
34,price_4,1.0
34,price_5,1.0
34,price_6,1.0
34,price_7,1.0
34,price_8,1.0
34,price_9,1.0
34,price_10,1.0
34,price_11,1.0
34,price_12,1.0
34,price_13,1.0
34,price_14,1.0
34,price_15,1.0
34,price_16,1.0
34,price_17,1.0
34,price_18,1.0
34,price_19,1.0
34,price_20,1.0
34,price_21,1.0
34,price_22,1.0
34,price_23,1.0
35,price_0,1.0
35,price_1,1.0
35,price_2,1.0
35,price_3,1.0
35,price_4,1.0
35,price_5,1.0
35,price_6,1.0
35,price_7,1.0
35,price_8,1.0
35,price_9,1.0
35,price_10,1.0
35,price_11,1.0
35,price_12,1.0
35,price_13,1.0
35,price_14,1.0
35,price_15,1.0
35,price_16,1.0
35,price_17,1.0
35,price_18,1.0
35,price_19,1.0
35,price_20,1.0
35,price_21,1.0
35,price_22,1.0
35,price_23,1.0
36,price_0,1.0
36,price_1,1.0
36,price_2,1.0
36,price_3,1.0
36,price_4,1.0
36,price_5,1.0
36,price_6,1.0
36,price_7,1.0
36,price_8,1.0
36,price_9,1.0
36,price_10,1.0
36,price_11,1.0
36,price_12,1.0
36,price_13,1.0
36,price_14,1.0
36,price_15,1.0
36,price_16,1.0
36,price_17,1.0
36,price_18,1.0
36,price_19,1.0
36,price_20,1.0
36,price_21,1.0
36,price_22,1.0
36,price_23,1.0
37,price_0,1.0
37,price_1,1.0
37,price_2,1.0
37,price_3,1.0
37,price_4,1.0
37,price_5,1.0
37,price_6,1.0
37,price_7,1.0
37,price_8,1.0
37,price_9,1.0
37,price_10,1.0
37,price_11,1.0
37,price_12,1.0
37,price_13,1.0
37,price_14,1.0
37,price_15,1.0
37,price_16,1.0
37,price_17,1.0
37,price_18,1.0
37,price_19,1.0
37,price_20,1.0
37,price_21,1.0
37,price_22,1.0
37,price_23,1.0
38,price_0,1.0
38,price_1,1.0
38,price_2,1.0
38,price_3,1.0
38,price_4,1.0
38,price_5,1.0
38,price_6,1.0
38,price_7,1.0
38,price_8,1.0
38,price_9,1.0
38,price_10,1.0
38,price_11,1.0
38,price_12,1.0
38,price_13,1.0
38,price_14,1.0
38,price_15,1.0
38,price_16,1.0
38,price_17,1.0
38,price_18,1.0
38,price_19,1.0
38,price_20,1.0
38,price_21,1.0
38,price_22,1.0
38,price_23,1.0
39,price_0,1.0
39,price_1,1.0
39,price_2,1.0
39,price_3,1.0
39,price_4,1.0
39,price_5,1.0
39,price_6,1.0
39,price_7,1.0
39,price_8,1.0
39,price_9,1.0
39,price_10,1.0
39,price_11,1.0
39,price_12,1.0
39,price_13,1.0
39,price_14,1.0
39,price_15,1.0
39,price_16,1.0
39,price_17,1.0
39,price_18,1.0
39,price_19,1.0
39,price_20,1.0
39,price_21,1.0
39,price_22,1.0
39,price_23,1.0
40,price_0,1.0
40,price_1,1.0
40,price_2,1.0
40,price_3,1.0
40,price_4,1.0
40,price_5,1.0
40,price_6,1.0
40,price_7,1.0
40,price_8,1.0
40,price_9,1.0
40,price_10,1.0
40,price_11,1.0
40,price_12,1.0
40,price_13,1.0
40,price_14,1.0
40,price_15,1.0
40,price_16,1.0
40,price_17,1.0
40,price_18,1.0
40,price_19,1.0
40,price_20,1.0
40,price_21,1.0
40,price_22,1.0
40,price_23,1.0
41,price_0,1.0
41,price_1,1.0
41,price_2,1.0
41,price_3,1.0
41,price_4,1.0
41,price_5,1.0
41,price_6,1.0
41,price_7,1.0
41,price_8,1.0
41,price_9,1.0
41,price_10,1.0
41,price_11,1.0
41,price_12,1.0
41,price_13,1.0
41,price_14,1.0
41,price_15,1.0
41,price_16,1.0
41,price_17,1.0
41,price_18,1.0
41,price_19,1.0
41,price_20,1.0
41,price_21,1.0
41,price_22,1.0
41,price_23,1.0
42,price_0,1.0
42,price_1,1.0
42,price_2,1.0
42,price_3,1.0
42,price_4,1.0
42,price_5,1.0
42,price_6,1.0
42,price_7,1.0
42,price_8,1.0
42,price_9,1.0
42,price_10,1.0
42,price_11,1.0
42,price_12,1.0
42,price_13,1.0
42,price_14,1.0
42,price_15,1.0
42,price_16,1.0
42,price_17,1.0
42,price_18,1.0
42,price_19,1.0
42,price_20,1.0
42,price_21,1.0
42,price_22,1.0
42,price_23,1.0
43,price_0,1.0
43,price_1,1.0
43,price_2,1.0
43,price_3,1.0
43,price_4,1.0
43,price_5,1.0
43,price_6,1.0
43,price_7,1.0
43,price_8,1.0
