Stage,NodeId,UnconProb,CenterCoord...
0,0,1.0,31.270000000000003,26.66,25.55,25.38,25.37,25.05,23.74,24.48,26.01,29.379999999999995,26.01,26.07,24.04,23.65,22.43,23.3,24.51,31.729999999999997,42.48,41.96,34.54,27.18,27.04,23.32
1,1,4.158004158004158E-4,17.84836465235364,15.758703431115123,15.307000667876531,15.289013038923489,16.23944873621207,20.37004958961252,33.72763432463265,39.41051426336962,38.97366514037143,35.651501972105606,30.807505272833602,29.616932705364448,27.29395866218455,25.541841957117317,24.711356150875748,25.81687131579796,26.061346122109633,30.12689107703655,38.480042976694676,51.5210782582389,38.90817630399664,32.7543940314702,28.567754511430046,23.281168077513215
1,6,4.158004158004158E-4,41.35695534444015,36.07086691630699,34.31715536577058,33.31626454557036,34.06419162006381,39.36399107702843,52.258538856672345,62.86261131549516,64.38437355273203,66.7047425220081,64.13035960640288,64.32048462014498,61.97552442874378,59.396473210587324,57.01311340373243,55.43862641675226,54.164633360672866,56.847188417900675,70.02464588206259,76.20836980879918,64.57601323437109,56.55491392414701,52.62255762165282,46.99642773252472
1,5,0.004158004158004158,47.757456591519855,41.43340700257663,39.26675499132253,37.93719684149005,38.687746205126416,44.36100470252121,57.21315464056997,69.27157433224899,71.42232687927681,75.45160079634343,73.53187827345606,74.13099650199126,71.770593068603,68.96074836391426,66.13509867479519,63.792192455923754,62.075890206311584,64.27043170266242,78.89384594783033,83.0242667350568,71.71509968806235,63.16521779898355,59.29683138035911,53.50952991050197
1,10,4.158004158004158E-4,21.25190233586772,17.376013989204054,16.274497938098037,15.632319976842851,17.009262973327722,21.744229946653995,35.69510070128411,42.99404156274243,43.59629674263965,42.45366281998142,38.22813412155088,37.498536588860084,35.097742505454846,33.18130989455589,31.972099166724448,32.38374491580273,32.18039507388799,35.16592715143594,45.26307641459292,55.84090574821147,43.81368798750605,37.22869752676122,33.037346176173315,27.159207335768038
1,4,0.7650727650727651,28.720923207817822,24.35830552352341,23.027451594512687,22.265542209777102,23.39600742960543,28.328593120821214,41.86849983653197,50.369925632308046,51.29256356790926,51.398175091771215,47.77790745334714,47.38265603354462,45.00469985788403,42.8433567291467,41.20227121044472,40.88465720258735,40.289964991372045,43.18764357703601,54.399769939843054,63.386476392926426,51.49349072784925,44.37950288790063,40.285534087447985,34.51624567441741
1,9,0.012474012474012475,35.624025543484784,29.58661643839025,27.616828849254194,26.2982424902792,27.622801642310108,33.140737683292336,46.91199065593519,57.361110215041684,59.27915624747487,61.799620145526355,59.00705326282686,59.16246103343558,56.73653110623247,54.30755979359799,52.12487573661935,50.850161420492554,49.682765285879825,51.68494878076592,64.89528784289054,71.05046545050706,59.69223478186366,51.94044396376667,47.89804365661355,41.727337911281204
1,7,0.11642411642411643,30.054897073822797,23.553647860108526,21.46668126031193,19.93633576872289,21.72943049582812,27.37181725505608,41.86200125024547,51.978976199084,54.13012011516978,56.5710770908617,53.5082950217717,53.577500516037446,51.087916325788804,48.81370013714671,46.856892430554325,45.93486403718003,44.916843709649925,46.43493196493415,59.46705945532921,65.890059451985,54.70893426716595,47.25109026069405,43.110136957815655,36.51943602475012
1,3,4.158004158004158E-4,56.50706903297354,45.38191826948325,41.47185376806512,38.461500914281814,40.380534200977564,47.67622832284003,62.15792829234806,78.51363384425113,83.4550686286453,93.30271057334531,93.0187244846885,94.84415415442582,92.2718990613305,89.03259267647726,85.20901489042076,81.03400813586273,78.13043165874237,77.40948821360246,96.68151736653364,94.24727244820659,84.51387878699852,74.83004810243857,70.9429854277217,63.549229679803425
1,8,4.158004158004158E-4,-2.254621325946758,-18.443559202358475,-23.649154924944202,-28.955622512019865,-22.03448337994531,-13.369893014447541,8.782132195531297,21.749105049780177,29.246887311859624,38.43030460822163,35.33235047291829,36.28170069880546,33.02824070944395,31.41608946213416,29.95607734565799,29.463164954766498,28.106475225570815,22.16490173587512,39.69059476448353,39.89373270026151,32.085919325855926,25.482995880099374,20.550744953191984,8.655951354423742
